id,lat,long
2017_3170101413326007731,52.956923146779815,10.603023863378953
2017_3170101310112038751,52.37959618156314,9.809079205385043
2017_3170101310112038391,52.3772911795194,10.038980090415528
2017_3170101310112032251,52.39930607518322,9.880214308968974
2017_3170101213326033171,52.18543708300084,10.086394358113633
2017_3170101213125181011,51.50540913407968,9.779580271950486
2017_3170101213101031161,51.586660860491065,9.837325280418078
2017_3170106213101261721,51.52558245448251,9.880350059869988
2017_3170106213101247081,51.51905518142721,9.951476122355162
2017_3170106113401279391,52.16698909891941,10.333994486375222
2017_3170106113327273871,51.80477682459881,10.53587854731243
2017_3170105613517209851,52.37228784122448,7.805651636593693
2017_3170105613407227351,53.29690961704286,7.8185610343692495
2017_3170105613407216261,53.29151740173506,7.758408516915543
2017_3170105613336222371,52.938606691789005,7.346385147363198
2017_3170105613317218601,52.8442530664161,7.101522393775832
2017_3170105613302223731,52.33894626222921,7.288128246014807
2017_3170105613301404811,52.476905984534405,7.540849525930213
2017_3170105613125201291,53.54049890400359,7.781939435330888
2017_3170105513725193621,53.00494539741054,7.9641489435328365
2017_3170105513715188191,52.72381431214156,8.282071178031353
2017_3170105513715181181,52.68963080329325,8.273072247035115
2017_3170105513626221041,53.39332966937727,8.1372009097822
2017_3170105513515212651,53.02070449872202,8.998653739742187
2017_3170105513316215911,52.6924979672724,8.891218021058435
2017_3170105513296207971,52.72812684895755,8.173224270842631
2017_3170105513217185111,53.065005408191325,8.578623344485349
2017_3170105413796257931,53.3711430387889,9.889449799488895
2017_3170105413726193741,53.35665206316201,10.030250607268565
2017_3170105413717204421,53.27108050044371,9.91316273819407
2017_3170105413616187691,53.46977700148045,9.689020555990817
2017_3170105413527227641,52.67991597191156,9.619211111823489
2017_3170105413417216611,53.47250802917468,9.027759105858381
2017_3170105413416220931,53.48481797460994,9.153943885714185
2017_3170105413317257601,53.08451752429386,11.055274696281467
2017_3170105413317187701,52.99970497861703,10.905242776788237
2017_3170105413116215331,52.808488554384276,9.963861254790642
2017_3170105313216223431,52.33397517582057,9.409969930498713
2017_3170105310112220271,52.435318767271525,9.362967319342767
2017_3170105310112204411,52.32868192334371,9.524811043243616
2017_3170105310112181221,52.333375150192715,9.407349598733653
2017_3170105213547227781,51.637216456200505,10.185324790313604
2017_3170105213507198941,51.64470032636524,9.85960390175798
2017_3170105213316188691,51.96664140390606,9.80877558269357
2017_3170105213301211011,52.160815769094285,9.854241657720939
2017_3170105213116187511,51.55976941551114,10.038737713896637
2017_3170105213107216541,51.41985455326982,9.928896257665755
2017_3170105113537207681,52.08693404473119,10.91306822507757
2017_3170105113501212111,52.43929864056478,10.808880947397816
2017_3170105113426189901,52.04940076914358,10.397421564409076
2017_3170105113416200301,52.28651053941143,10.283036768663527
2017_3170105113416192161,52.33172374048913,10.235907055535717
2017_3170104613537167641,52.19579878303172,7.979710206697309
2017_3170104613517180221,52.61240087083824,7.751538951099928
2017_3170104613502993561,52.274083561749286,8.040133698633621
2017_3170104613402175042,53.26393229938013,7.5150990813119956
2017_3170104613336169381,52.928977769430105,7.2500653819287075
2017_3170104613102172041,53.471447134302785,7.464191911192462
2017_3170104513627144931,53.418225729360245,7.973681725693883
2017_3170104513515179901,53.02506076235991,9.062793314975798
2017_3170104513502151501,53.076616759019444,9.145217510104944
2017_3170104513502148491,52.913554488285826,9.369033942353562
2017_3170104513496174371,53.308504482988475,8.144095111802592
2017_3170104513415177221,53.16101386591974,7.960016863928285
2017_3170104513296143781,53.01790489645339,8.771883282655095
2017_3170104513215179431,52.85287849941668,8.588176203831415
2017_3170104513201172881,53.03504617381874,8.624593425284171
2017_3170104513136151601,53.32028413218277,8.620263693796065
2017_3170104513136145911,53.47897034426976,8.617861219117101
2017_3170104413602155801,53.573668686475905,9.540939957742902
2017_3170104413536172831,52.67711582773935,9.692209344842595
2017_3170104413536164201,52.73316948412197,9.6747725848142
2017_3170104413402146911,53.134043515286216,9.218191369389393
2017_3170104413402142741,53.34920641906432,9.67663126964518
2017_3170104413402140781,53.3494908415706,9.67728529999594
2017_3170104413401154881,53.09423915993439,9.373736806144974
2017_3170104413317171321,53.0945319120206,11.09704197806343
2017_3170104413101174351,52.6203149762896,10.057229849201967
2017_3170104413101173121,52.648787046407136,10.097933892681466
2017_3170104313226156721,52.49969591211467,9.45686768569301
2017_3170104310112175961,52.56687939079709,9.78482586980218
2017_3170104310112174201,52.176397714564324,9.670243301429878
2017_3170104310112170251,52.42503425926182,9.781459314705586
2017_3170104213507178581,51.630864014858076,9.958441951040172
2017_3170104213507178451,51.732549066273435,9.811846088826602
2017_3170104213326173421,51.9684610945408,10.016719748270225
2017_3170104213201158921,52.10140332917945,9.379325149961009
2017_3170104213101166002,51.851959179314825,10.123775521661424
2017_3170104113401182211,52.16794162033166,10.438619648802753
2017_3170104113335155881,51.91891711800196,10.199373041430157
2017_3170104113235135711,52.68836235514946,10.716821075831788
2017_3170103613546098921,52.30779477026049,8.13015654510726
2017_3170103613526120551,52.46139136511032,7.963165955685465
2017_3170103613502122981,52.26792372204954,8.1013862423285
2017_3170103613337128181,52.851200769489004,7.701763818263688
2017_3170103613327121561,52.60571564793286,6.851197311823032
2017_3170103613327119581,52.323758831413,7.256478274346236
2017_3170103613102127201,53.36809008719881,7.639160340861339
2017_3170103513726121851,53.091470589265576,7.888829080560112
2017_3170103513725132251,53.082456267604535,7.778153886501262
2017_3170103513715131921,52.78715096374803,8.254561359110992
2017_3170103513702130691,52.85866114486885,7.811489395921519
2017_3170103513627123041,53.417979812779244,7.972964674284464
2017_3170103513616121121,53.56396792828016,7.885680103112062
2017_3170103513601124111,53.57464723403832,8.092649384520891
2017_3170103513507107452,52.97671939413878,9.181753024601527
2017_3170103513402124771,53.135424052830565,8.227475639876122
2017_3170103513335119861,52.99624462507485,8.74927756747998
2017_3170103513335090711,52.961215086216825,8.884314328428129
2017_3170103513236120701,53.45730307356926,8.444497635419582
2017_3170103513201119681,53.048225309090135,8.586071178287103
2017_3170103513136131831,53.543428305881456,8.867179395256064
2017_3170103413617109971,53.58818914574234,9.57580256641303
2017_3170103413536113741,52.91674418959527,9.803946671207472
2017_3170103413327110221,53.08881942619116,10.589115525504251
2017_3170103413326144331,52.95922408847822,10.565593353987897
2017_3170103413116123751,52.80870071716183,9.963520033410118
2017_3170103413107128431,52.621979280983936,10.244208727240641
2017_3170103413107110091,52.56003663396425,10.07389433038937
2017_3170103413101123021,52.63351056892978,10.094779479134164
2017_3170103313636142431,52.42501966089262,9.624535697791146
2017_3170103313536125551,52.30350864351861,9.814882887747137
2017_3170103313201099821,52.46002988942074,9.580942703420384
2017_3170103310112123801,52.306525113856495,9.810111803617852
2017_3170103310112109681,52.25118498755451,9.746114820726923
2017_3170103310112088561,52.423278812072745,9.596611031298568
2017_3170103213547104571,51.65075735388727,10.34362817121659
2017_3170103213501108631,51.703948984386464,9.992708752568593
2017_3170103213455094011,52.508805171474435,9.080043365681657
2017_3170103213447125561,52.41055161776588,9.195552770420989
2017_3170103213301132831,52.15281922009317,9.991585128434556
2017_3170103213101126631,51.587266782158785,9.926193327524762
2017_3170103113426225271,52.07488667236535,10.415231305856024
2017_3170103113417128671,52.24566728096932,10.188599263080562
2017_3170103113102108961,52.315035979323795,10.453052974650044
2017_3170102613526039351,52.33175335189188,7.99014720732101
2017_3170102613502088351,52.261603742918474,8.109730923905557
2017_3170102613502081801,52.26549427631108,8.056824746407333
2017_3170102613335052761,52.99804380056956,7.647520726645446
2017_3170102613327048551,52.2647829761485,7.284026872298915
2017_3170102613326049981,52.329720364837144,7.0664231955988015
2017_3170102613107067641,53.4132928781677,7.733590311262852
2017_3170102513702156961,52.96130396707658,8.029424692002777
2017_3170102513517098081,53.05920009068081,9.01290847709004
2017_3170102513402063481,53.12436406362004,8.219383602602122
2017_3170102513402058471,53.13451086352175,8.226254877099882
2017_3170102513326081811,52.90643866478619,8.798397041848604
2017_3170102513296075121,52.633122150083075,8.145134477013876
2017_3170102513296066631,53.02252182332631,8.794286677344163
2017_3170102513296039411,52.85304585927634,8.225815327084192
2017_3170102513217076641,53.048929301568755,8.450322354612608
2017_3170102513137088971,53.67475935304615,8.678582093119052
2017_3170102413536047711,52.61625896516082,9.732993918844512
2017_3170102413407088831,53.178846321019954,9.287914991017999
2017_3170102413327039581,52.89469505307,10.44499395893232
2017_3170102413107060701,52.74881326123428,10.25882229190896
2017_3170102313526060591,52.370691901660976,9.764961613433382
2017_3170102313146072101,52.37259252565335,9.976936246525634
2017_3170102310112082731,52.4029579341751,10.173270494362056
2017_3170102310112082651,52.41470816836669,9.519697405768651
2017_3170102310112077301,52.33704099724471,9.41269247371462
2017_3170102213535045901,51.813404872073974,9.900037412406107
2017_3170102213525066761,51.63676850387818,10.487809239131002
2017_3170102213447041261,52.35240150354926,9.312192604903412
2017_3170102213407084011,52.63602290501344,9.325036634137415
2017_3170102213407043191,52.79186394490803,9.079138925554368
2017_3170102213401044581,52.58688049039072,9.282531210542489
2017_3170102213326054251,52.08834688962136,10.031388009689818
2017_3170102213201048371,52.0977391755745,9.374977563350589
2017_3170102213117060501,51.601890268771754,10.206350492882686
2017_3170102213101082201,51.56398648285156,9.880536200892182
2017_3170102113526083361,52.29956914006669,10.879614980789986
2017_3170102113507083461,52.47116549030613,10.871677669895137
2017_3170102113436046511,52.210164130348254,10.575789720247574
2017_3170102113416041411,52.30253967506367,10.294699750327457
2017_3170102113315066991,51.88133957614135,10.565142185567415
2017_3170102113225041561,52.601660258291766,10.573464500447887
2017_3170102113196040591,52.35799099774962,10.180281741153971
2017_3170101613407015811,53.23949894319014,7.662080821007758
2017_3170101513707026321,52.71685399137309,7.948666936296773
2017_3170101513615035751,53.671019504660464,7.986428072378557
2017_3170101513502026501,53.06361989852564,9.107972104971562
2017_3170101513327023401,52.84624357126282,8.75518044109821
2017_3170101513296032481,52.61297793521036,8.125683657924434
2017_3170101513295026521,53.03477461661767,8.617395405555547
2017_3170101513225032771,53.388299058763685,8.399051815836808
2017_3170101413716007871,53.3667501106847,10.213782999268725
2017_3170101413327033411,53.05438095583155,10.5366139950201
2017_3170113213415571951,52.289833702346876,9.358733134729585
2017_3170113213317568211,52.04213863234374,9.926235623307369
2017_3170113213237565501,51.95458655003873,9.387868846024435
2017_3170113213217573481,52.058998717327995,9.591914125765332
2017_3170113213215555841,52.05475559185811,9.53362092035929
2017_3170113213207541521,52.20709364937672,9.238830877209633
2017_3170113213201577331,52.101396753016644,9.378945816655577
2017_3170113213201540181,52.08728114030836,9.377686803034006
2017_3170113213125599491,51.45055529122792,9.644984510053142
2017_3170113213116550851,51.5321172317501,10.277848026782117
2017_3170113113507561201,52.4835163488495,10.771494817108524
2017_3170113113436539001,52.19968926837525,10.586629538256053
